1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
YOR229W,-0.520719,0.09995,-1.294265,-1.153455,-1.001959,-0.475963,0.863125,1.455976,1.333097,1.374751,0.290313,-0.911866,-1.400085,-0.676092,0.257795,0.837488,0.921911
YKL130C,-1.345526,-0.612554,-1.630671,-1.248085,-0.327882,0.38571,0.705497,1.844404,1.539515,0.189518,-0.463133,-0.369627,-0.990369,0.53932,0.6804,0.964707,0.138776
YIL162W,1.093907,-1.073022,-2.394579,-0.950812,-0.144325,0.261633,0.809749,1.577446,1.52319,0.006734,0.420804,-0.335657,-0.368703,-0.794924,-0.335657,0.206746,0.497469
YDL138W,0.935833,0.89008,-1.146909,-1.933301,-0.716133,-0.655622,0.076605,1.038333,1.199058,0.922808,0.117377,-1.346376,-1.192883,-0.031578,0.117377,1.186919,0.538412
YDL048C,1.231836,-1.478521,-1.247327,-0.207365,0.858333,0.779648,0.896653,1.223613,0.779648,-0.53955,-0.668344,-0.575621,-0.845431,-1.705876,-0.270036,0.645697,1.122645
YGR143W,-0.323725,-0.579167,-1.854512,-1.013484,-1.278831,-0.323725,1.021889,1.249903,1.560923,0.291859,0.188338,-0.323725,-0.910966,-0.579167,0.626543,1.139591,1.108257
YKL129C,0.43535,-0.728951,-1.88904,-1.656689,0.117634,0.134245,0.404879,2.009084,0.808368,0.697899,0.167229,-1.113043,-1.161246,0.084174,0.669705,0.539874,0.480529
YIL167W,1.197049,-0.246578,-1.664302,-2.056293,-1.788011,-0.530683,-0.08464,0.569748,1.122254,0.521509,0.318277,0.153758,-0.022797,0.20986,0.775632,0.42204,1.103176
YHR152W,-1.268219,-1.087924,-0.925854,-0.622331,-0.379512,0.057939,1.142741,1.664402,0.795776,1.36416,0.374945,-1.033068,-1.164072,-0.892435,0.147891,0.597862,1.227699
YJL079C,0.026846,0.536753,-0.666152,-0.556371,-1.329247,-1.248491,-0.101829,1.666067,1.746735,0.745165,0.380071,-0.453052,-1.061519,-1.308703,-0.274315,0.654085,1.243957
YAR018C,-0.422399,-1.150513,-1.229277,-0.85524,-0.679165,-0.866166,0.962511,1.921774,1.765819,0.625982,0.398421,-0.081317,-0.37186,-1.256323,-0.053307,0.332494,0.958566
YAL022C,-1.063721,-1.115788,-0.435827,-1.369893,-1.412244,-1.49046,0.869749,0.982251,0.821215,1.000474,0.395476,-0.067919,-0.469764,0.120707,0.901547,1.092451,1.241748
YGR279C,-1.798281,-0.739964,-0.562948,-1.528065,-1.248953,-0.229665,0.527024,0.953842,1.188502,1.700659,-0.288985,-0.28149,-0.010178,-0.207729,0.644994,1.127994,0.753244
YGL201C,-0.940081,0.66363,-0.328731,-1.347769,-1.877322,-0.79227,0.748066,1.395385,1.242632,1.242632,0.576555,0.248586,-1.391994,-0.328731,-0.122824,0.370142,0.642093
YNL057W,-1.413096,-1.468088,-1.544261,-1.325201,-1.16187,-0.366192,0.725987,0.694644,1.113553,0.776986,0.402119,0.439237,0.182202,0.033729,0.651922,1.075972,1.182357
YML119W,-1.134992,-1.446504,-0.725392,-1.029926,-1.677862,-0.303103,1.162044,1.3735,1.134169,0.583969,0.195013,-0.470584,-0.612081,0.27811,0.578999,1.149081,0.945558
YOL137W,-0.334601,0.126187,-1.726283,-2.487472,-0.696122,-0.166556,0.476401,1.170798,1.569165,0.295243,-0.166556,-0.119921,-0.051142,0.082695,0.104513,1.219058,0.704592
YPL186C,2.329495,1.109789,0.051003,-0.522585,-0.138794,0.245014,0.377381,0.68742,-0.027788,-1.787972,-1.167034,-0.672238,-0.924383,-0.836167,-0.452376,1.095858,0.633379
YCL038C,-0.484984,-0.994812,-1.41372,-0.45043,-0.700988,0.111649,0.993784,1.409567,1.518485,1.344125,0.209721,-0.251162,-0.187584,-2.072399,0.39673,-0.04922,0.621237
YKR021W,-0.017805,-0.379139,-0.293752,-0.75689,-1.231003,0.480353,1.386956,1.621508,1.132913,-0.350335,-2.458296,-0.498225,-0.238558,-0.131995,0.357806,0.846924,0.529536
YPR157W,0.795595,-1.817568,-0.60734,-0.061539,0.017813,0.404643,1.159248,1.325032,0.424689,-0.145107,-0.460862,-2.298084,-0.901915,-0.20339,0.763811,0.857308,0.747666
YJL051W,-0.372542,-1.051074,-1.660462,-0.929117,-0.255037,1.034241,1.311029,1.468765,1.099426,0.835033,-0.829396,-1.336016,-0.862152,0.216296,0.481837,0.850989,-0.001821
YOL014W,0.572574,-0.417871,-2.508406,-0.768331,-0.483035,-0.133805,1.247102,1.167638,0.606309,-0.07931,-0.293811,-1.435728,-0.313937,-0.067411,0.939277,0.998097,0.970648
YGR230W,0.053188,-0.077762,-0.507162,-0.839571,-0.72339,-0.190702,0.897266,1.754052,1.726112,0.633653,-0.628227,-1.09103,-1.82108,-0.755982,-0.255911,0.921247,0.905298
YLR190W,-1.12273,-1.806398,-0.893942,-1.284612,-0.168778,0.273843,1.518492,1.622453,0.98901,0.198625,-0.239215,-0.801903,-0.480342,-0.191986,0.549067,0.853689,0.984725
YMR032W,-1.70718,-1.481597,-0.964731,-1.010845,-0.877354,0.343221,1.166291,1.695517,0.983617,0.541422,0.048647,-0.546267,-0.670665,0.19289,0.875961,0.750512,0.660561
YOL070C,-1.243237,-1.46845,-1.059597,-1.316277,-1.269569,-0.195319,0.46374,0.756094,0.94476,1.167678,0.308645,0.136314,-0.467296,0.060159,0.396299,1.826628,0.959428
YLR297W,0.014181,-1.662483,-1.299759,-0.854845,-0.551989,-0.965477,0.505502,1.245126,0.682238,1.229487,0.336466,-0.461591,-1.042803,-0.580609,0.807255,1.212029,1.387272
YHR151C,-1.434359,-1.01326,-1.434359,-0.419511,-0.958295,-0.248246,1.110359,1.722412,1.741813,0.471673,0.683097,-0.207121,-0.555787,-0.749299,0.878672,0.136454,0.275759
YNL058C,-1.480238,-1.759717,-1.227893,-1.164834,-0.919206,-0.166621,0.624353,0.711315,0.738217,1.126845,0.273436,0.419616,-0.447423,0.086259,0.611027,1.530032,1.044832
YER111C,-0.294853,0.421493,1.614188,0.16337,-0.542501,-0.608328,-0.816618,-0.265508,0.088224,1.724019,1.455011,0.814069,0.330608,-0.710355,-2.104099,-0.853023,-0.415698
YML109W,-1.010501,-0.232992,2.305326,0.963997,0.137708,0.598262,0.359329,-0.745808,-0.826215,0.680927,0.907448,0.370581,0.089025,0.16176,-0.545691,-1.513258,-1.699897
YNR016C,-0.764474,0.720503,1.813445,1.000306,1.693043,-0.280332,-0.392693,-1.024412,-1.374307,1.22034,0.567593,0.013489,-1.238081,-0.511804,-0.878082,-0.153438,-0.411097
YBR067C,1.961896,1.906475,1.331312,0.707031,-0.089486,-0.622678,-0.720768,-0.183735,-0.01284,0.091828,-0.440923,-0.881078,-1.225569,-1.296371,-0.715972,-0.453327,0.644205
YGL055W,0.420304,1.011742,1.909998,1.670335,1.128263,-0.146587,-0.969299,-1.484475,-1.238519,0.216374,-0.011501,-0.651179,-0.824037,-0.988234,-0.183971,-0.260991,0.401777
YLR050C,0.375122,0.045689,0.678578,-0.098169,-0.860445,-0.883421,-1.523815,-0.743142,-1.656743,1.585559,1.643363,1.027716,0.159836,0.817317,0.656988,-0.386846,-0.837585
YGR109C,-0.209313,0.86476,2.201691,0.756968,-0.968153,-0.824172,-0.522476,-1.337396,-1.060969,1.134684,1.337078,0.675438,-0.03783,-0.003891,-0.54561,-0.938334,-0.522476
YPR120C,-0.521163,0.322531,2.355165,0.801536,-0.119185,-0.305985,-0.988655,-0.516669,-1.054372,1.408668,1.644169,-0.181241,-0.165563,-0.12686,-0.771231,-1.004939,-0.776204
YDL127W,-1.166322,1.298529,1.698381,-0.080778,-0.385883,-0.287737,-1.113482,-1.499843,-0.261777,0.939663,1.823265,0.846717,0.099975,0.041485,-0.856489,-0.587416,-0.508289
YNL289W,-2.057046,0.849313,1.554761,1.4114,0.314994,-0.032573,-0.364966,-1.092788,-1.368626,0.260039,1.035229,0.85147,0.380347,0.106703,-0.274304,-0.749476,-0.824477
YPL256C,-1.264854,1.178868,1.988045,0.767026,0.100544,-0.136734,-0.30812,-0.589427,-1.991743,-0.176942,0.745144,1.183539,0.331543,-0.065528,-0.443554,-0.001263,-1.316543
YMR199W,-2.806387,0.403491,0.818177,0.769645,0.327653,0.35224,-0.217269,-0.592487,-1.531381,0.564131,1.362456,0.871257,0.312723,0.448611,-0.101898,-0.472847,-0.508113
YJL187C,-1.363658,-0.354319,1.659965,1.422322,0.774033,0.094224,-0.614274,-0.965556,-1.154338,0.395469,1.176702,1.107879,0.576794,-0.044,-0.392103,-1.017636,-1.301502
YDL003W,-1.659119,0.337912,1.648974,0.995798,0.086338,-0.347574,-0.749254,-1.106694,-1.501622,0.804727,1.462145,1.126099,0.37515,0.141899,-0.259173,-0.840119,-0.515488
YMR076C,-1.404688,-0.211086,1.696378,1.2931,0.564134,0.063572,-0.449046,-0.936309,-1.610089,0.942432,1.199635,1.040393,-0.002958,0.078375,-0.313542,-0.866808,-1.083495
YKL042W,-1.709408,-0.285974,1.529594,0.656864,-0.052932,0.110365,-0.852482,-1.006826,-1.006826,0.87683,1.675106,1.092289,0.592475,0.510887,-0.166109,-0.736961,-1.226893
YFL008W,-0.976048,0.24871,1.930772,1.308764,0.019587,-0.998286,-0.932134,-1.20777,-0.953989,0.569941,1.44932,0.908569,0.593961,0.207292,-0.474983,-0.888959,-0.804747
YPL241C,-1.841849,-0.971677,1.580123,1.230376,0.10864,-0.092706,-0.314911,-0.843127,-0.769537,0.448601,1.44698,0.619322,0.619322,0.421088,-0.023473,-1.725811,0.10864
YMR078C,-0.86045,0.523655,1.752991,1.244352,0.084986,-0.173927,-0.687009,-1.269313,-0.951888,0.683466,1.181745,1.365046,0.614794,-0.687009,-0.703834,-0.951888,-1.165718
YLR212C,-2.331003,-0.176947,1.328573,0.510228,-0.412211,-0.495642,-0.834923,-0.214705,0.316342,0.80844,1.725733,1.29697,0.608891,-0.412211,-0.084904,-0.984171,-0.648459
YNL225C,-2.802021,-0.254588,0.668792,0.094117,-0.254588,-0.710022,-0.392832,-0.987542,-0.332896,0.128795,1.029678,1.759104,0.62453,1.003254,0.48805,0.041435,-0.103265
YPL209C,-0.654172,-0.183437,2.078622,1.785644,0.796415,0.708083,-0.503355,-1.301619,-0.870609,0.21225,0.284362,0.137973,-0.057992,0.455975,-0.140901,-1.511962,-1.235277
YJL074C,-0.907428,0.031206,1.558041,0.802341,-0.424169,-0.037651,-1.140389,-1.140389,-0.424169,0.342952,1.638416,1.687029,0.693287,-0.183141,-0.158127,-1.502203,-0.835604
YNL233W,-0.382371,0.869762,2.37736,0.945638,-0.355704,-0.436484,-0.944515,-0.960956,-0.450166,-0.078087,1.362078,1.176972,0.062435,-0.56221,-1.256378,-0.422858,-0.944515
YLR313C,-0.321723,0.753528,2.109351,1.262111,0.35327,-0.278557,-0.721176,-1.753261,-0.558578,-0.34379,1.068675,0.721276,0.816021,-0.388906,-1.149532,-0.664982,-0.903728
YGR041W,-0.508274,-0.112027,1.164088,-0.25356,-0.674176,-0.112027,-0.976933,-1.550522,-0.851517,0.772493,1.803867,1.646679,1.191875,0.310312,-0.851517,-0.976933,-0.021827
YGR152C,-0.785149,0.530005,1.956038,1.349534,-0.262249,-0.593753,-0.694996,-1.387488,-0.680293,0.583776,1.235921,1.290042,0.12807,-0.04807,-0.455852,-0.91063,-1.254906
YDR507C,-1.803437,-0.484861,1.466865,0.70702,0.647548,0.205285,-0.942791,-1.213999,-0.904979,0.482995,1.566555,1.396633,0.16178,0.393048,-0.436243,-1.088878,-0.152539
YIL159W,-1.032187,1.190233,1.992813,0.776282,0.447724,0.330186,0.081181,-0.153989,0.239082,0.11339,1.120993,0.269736,-0.602719,-0.725587,-0.684081,-1.991398,-1.371661
YGL027C,-0.841607,-1.217679,1.138158,1.429439,0.761585,-0.341207,-0.540056,-0.65808,-1.149796,0.969326,1.346943,1.365396,0.761585,-0.613409,-0.496638,-1.149796,-0.764163
YML102W,-0.52112,0.472098,2.178723,1.200386,-0.078103,-0.633786,-0.99992,-1.08443,-0.532103,1.436243,0.966904,0.61042,-0.292765,0.195747,-0.93202,-0.752913,-1.23336
YPR018W,0.67581,0.905278,1.972916,1.078,-0.643678,-0.356099,-1.641155,-1.676597,-0.008581,0.973925,0.947926,0.073536,0.242013,-0.626932,-0.695183,-0.82351,-0.397669
YBL035C,-0.680932,0.9756,2.125838,0.368708,-0.083887,-0.481145,-0.653047,-1.176323,-0.857579,1.121368,1.37346,0.766192,0.20927,0.091838,-0.709249,-1.158134,-1.231979
YNL102W,-0.619437,0.073138,1.779579,1.362709,0.225263,-0.336447,-1.089753,-1.710196,-0.838324,0.23563,1.362709,0.983363,0.702186,0.193787,-0.440953,-1.280841,-0.602412
YBR278W,-0.711599,0.589934,2.802173,1.18055,-1.013691,-0.403927,-0.989838,-0.779873,-0.895524,0.625439,0.968561,0.315852,0.027382,-0.6442,-0.19429,-0.599723,-0.277226
YPR175W,-0.038386,1.14559,2.138152,0.753169,-0.308727,-0.644438,-0.526645,-1.090927,-0.768987,1.203643,1.33694,-0.308727,0.108986,0.03164,-0.901159,-1.590705,-0.53942
YNL262W,-0.514925,-0.620447,1.125788,0.90779,0.065773,-0.668438,-0.972052,-1.306335,-0.538076,1.699035,1.716721,0.937698,0.746197,0.113831,-0.854905,-1.205285,-0.63237
YBR088C,-0.719098,0.125783,1.591884,0.984814,0.388055,-0.646119,-0.966356,-1.387631,-1.479845,1.136722,1.369167,1.199893,0.393642,-0.11042,-0.218292,-1.098507,-0.563693
YLR103C,-0.878847,0.424862,2.025363,1.113191,0.601314,-0.14771,-0.508998,-1.434243,-1.078835,0.765083,1.075286,0.976811,0.327506,-0.508998,-0.515695,-1.202692,-1.033398
YAR007C,-0.913611,-0.0125,2.0259,0.620526,-0.487495,-0.996371,-0.814839,-1.30481,-0.843951,1.024179,1.287591,1.158573,0.792947,0.451683,-0.51209,-0.996371,-0.479361
YNL312W,-0.515208,0.106133,1.792273,1.236214,0.432525,-0.382604,-1.156166,-1.635141,-1.093104,0.553463,1.178021,1.353619,0.381739,-0.006514,-0.539423,-0.738737,-0.967091
YJL173C,-1.401532,-0.921802,1.292942,1.481028,1.151813,-0.037648,-0.92592,-1.493916,-0.963301,1.093107,0.653983,1.136681,-0.17501,0.517674,-0.244313,-0.468824,-0.694962
YER070W,-1.593242,0.98521,1.669829,0.852112,0.171759,-0.310185,-0.962481,-1.395069,-1.458024,0.420936,1.015234,1.044607,0.790001,0.331004,-0.458434,-0.572547,-0.53071
YOR074C,-0.988625,0.649084,1.420209,1.248006,0.603691,0.034948,-0.913395,-0.913395,-0.842231,-0.331886,1.082331,1.20485,1.190149,-0.001114,-0.842231,-1.447036,-1.153353
YDL164C,-0.963002,0.084789,1.826829,0.797114,-0.518491,-0.724651,-0.963002,-1.440689,-0.915022,1.271761,1.619242,0.939001,0.313388,0.42147,-0.495066,-0.750823,-0.502847
YKL045W,-1.299834,0.140648,2.614428,1.434142,-0.524644,0.134387,-0.470232,-1.219512,-0.710779,-0.342057,0.096402,0.837186,0.416258,0.812231,-0.62032,-0.604161,-0.694142
YBR252W,-1.841752,0.211744,1.728788,0.629459,0.013936,-1.032696,0.04438,-0.914269,-1.560493,1.675988,0.789611,0.536479,-0.827213,0.223489,0.497638,-0.333619,0.158531
YLR032W,0.452597,0.212825,2.147967,0.716208,-0.137774,-0.663213,-0.773811,-0.379271,-1.133756,1.030086,1.650594,0.552095,-0.636211,0.06401,-0.511293,-1.39268,-1.198372
YML060W,-0.423494,0.572744,1.951157,1.22359,0.662288,0.220125,-0.119966,-0.503717,-0.825258,-0.106678,0.967818,0.730929,0.369323,-0.423494,-0.711771,-1.676856,-1.90674
YDR097C,-0.753793,-0.509907,1.799391,1.043327,0.27941,-0.326974,-0.753793,-1.150539,-1.019105,0.678823,1.461997,1.42878,0.444005,0.081267,-0.571026,-1.445445,-0.686421
YNL082W,-0.706155,0.211867,0.979389,0.242412,-0.460055,-1.229458,-1.681401,-1.934857,-0.306859,0.959676,1.534253,1.439858,0.64469,0.455459,-0.245211,-0.036622,0.133015
YOL090W,-0.677279,-0.092633,1.11408,0.542545,-0.041719,-0.923916,-0.7623,-1.541184,-0.850655,0.318098,1.803235,1.654144,0.70184,0.683683,0.080743,-1.445304,-0.563378
YLR383W,-0.064559,-0.252148,1.990606,1.208151,0.83325,-0.269264,-0.160368,-1.549796,-1.086739,0.274022,0.923517,1.033585,-0.096019,0.233673,-0.185007,-1.298733,-1.534173
YKL113C,-1.180349,0.096475,1.756271,1.396816,0.579534,-0.489593,-0.995066,-1.266175,-0.674648,0.805937,0.927266,1.243029,0.613252,-0.138466,-0.68163,-1.134418,-0.858234
YLR234W,-0.353485,-1.181538,2.36388,1.110313,-0.263812,-0.898583,-0.792181,-1.122875,-0.493031,1.138718,0.515152,1.023528,0.747761,-0.353485,-0.308319,-0.009169,-1.122875
YPL153C,-0.318692,0.639656,1.925402,0.984173,0.162066,-0.064604,-1.212578,-1.249367,-0.83542,0.4112,1.025917,1.019056,0.464276,0.067569,-0.263884,-1.973069,-0.7817
YDL101C,-2.164987,-0.803042,1.71057,0.960045,0.007904,0.018145,-0.022989,-0.344807,-0.852923,-0.434841,1.606071,0.715161,0.501341,0.427607,-0.043727,0.20824,-1.487769
YML021C,-0.891015,0.208028,1.501867,1.540243,-0.073858,-0.470188,-0.841338,-0.650236,-1.358538,0.323031,1.547881,1.176451,0.423006,0.288971,-0.231769,-1.133998,-1.358538
YML061C,0.175452,0.328164,2.033754,1.191403,0.285888,0.227247,-0.479109,-0.499263,-1.487774,-0.11581,1.033668,0.199484,-0.169573,0.747048,-0.076148,-1.6478,-1.746631
YMR179W,-0.842856,0.473347,1.764303,0.283975,-1.571517,0.023135,-0.307287,-0.968095,-0.911351,1.067832,1.988803,0.853231,-0.027146,0.229617,-0.357728,-1.064365,-0.633898
YML027W,-1.74809,0.957442,1.696701,0.501636,-0.184569,0.193048,-0.439864,-1.009026,-1.465208,0.89073,1.504222,0.725854,0.140776,0.316303,-0.233035,-0.875498,-0.971421
YDL227C,-1.994371,-0.575866,1.337444,0.421335,-1.036524,-0.378709,-0.490037,-0.757325,-0.978047,0.867893,1.659526,1.366606,0.72769,0.664987,-0.017979,-0.575866,-0.240757
YLR382C,1.000026,0.687239,1.664039,-0.277731,-0.428394,-0.13467,-0.277731,-1.193368,-1.159809,-0.158017,1.253325,0.984395,0.721848,-2.34361,-0.111522,-0.020715,-0.205307
YJL196C,0.089282,0.095372,1.687514,0.888809,-1.19714,-1.235946,-1.819601,-1.690549,-0.695176,0.592435,1.272257,0.363136,0.307051,0.22077,0.167716,0.429023,0.525047
YKL165C,0.538544,0.821107,1.438841,1.121415,-0.046862,-0.973665,-1.180087,-2.23592,-1.194358,-0.046862,0.981995,1.052472,0.683002,0.107705,-0.35903,-0.414234,-0.294061
YLL002W,-1.545714,-0.611096,1.632693,0.794717,-0.088745,-0.33439,-1.87918,-0.59562,-0.076553,1.113385,1.276616,1.464888,0.431263,-0.267014,-0.214588,-0.505041,-0.59562
YPL124W,-1.319504,-1.711754,1.563347,0.550417,0.615873,0.63013,-0.324527,-1.082688,-1.066741,0.365285,1.248403,1.221705,0.644302,0.520677,-0.335742,-1.114941,-0.40424
YKL101W,-2.129517,-1.258727,1.04124,0.846133,0.634505,-0.016109,-0.230633,-1.227786,-1.05162,0.328764,1.166313,1.432306,1.017618,0.231161,0.087801,-0.522192,-0.34926
YLR457C,0.726474,0.831646,2.248012,0.201665,-1.267739,-0.337592,0.02115,-0.924769,-0.299755,-0.225406,1.219014,1.019445,0.217528,-1.837367,-0.701692,-0.701692,-0.188924
YBR070C,-0.243683,0.916683,2.394201,1.361698,-0.009239,-0.309393,-1.053067,-1.540375,-0.689373,0.590157,0.527785,0.708811,0.2236,-0.395037,-0.638563,-1.015716,-0.828489
YLR233C,-0.186939,-0.318892,2.729988,0.84437,-0.526076,0.023144,-0.821649,-0.432594,-0.745525,0.163422,1.433696,0.392201,-0.038632,0.392201,-0.363941,-1.619161,-0.925612
YPL057C,-1.14471,-0.607672,-0.192468,1.160543,0.691895,0.118636,-0.571077,-0.682087,0.192166,1.083065,1.513723,1.23632,0.93427,-0.700946,-1.123264,-1.997176,0.088782
YBR073W,-0.534999,-0.103717,2.025941,0.450264,1.333778,-0.696055,-0.170109,-0.966416,-1.126561,0.772072,1.253756,1.263,-0.110666,-0.488139,-0.7501,-1.140629,-1.01142
YGL200C,-1.340427,-0.5743,1.494202,0.318096,0.327567,-0.5743,-1.559933,-1.731463,-1.169278,0.996031,0.734595,1.14148,0.539934,0.708513,0.005258,0.811984,-0.127959
YHR153C,-1.27785,-0.195564,1.623436,0.76488,-0.771357,-0.195564,-0.636011,-1.496753,-0.844192,0.529832,1.528277,1.712616,0.715902,0.063341,-0.103913,-0.844192,-0.572889
YNL272C,-1.390244,-1.675907,1.206061,0.752105,-0.411579,-0.673933,-0.321781,-1.436529,0.067962,0.132133,1.648424,0.93969,1.206061,0.860325,0.148031,-0.69335,-0.357468
YKR077W,-1.39695,0.919819,0.978153,-0.42104,-0.654628,-0.067784,-1.090114,-1.345988,-0.696896,1.809771,1.857851,0.849131,0.204394,0.19431,-0.377959,-0.688371,-0.073699
YDL105W,0.433925,-0.283735,1.576015,0.293414,0.488122,-0.626735,-0.75155,-0.882455,-1.266398,1.698388,1.293303,1.273368,-0.077248,-0.546619,-0.92753,-1.481149,-0.213117
YPL267W,-1.12095,0.866902,1.900102,0.91854,-0.641131,-0.174291,-0.774924,-1.532784,-1.004641,0.739726,1.373336,0.946866,0.407027,0.05016,-0.462637,-1.141362,-0.349937
YDL156W,-0.043331,-0.612443,2.085234,0.685947,-0.419521,-1.101838,-1.655913,-0.912,-0.206961,1.149182,1.350761,1.149182,0.362601,0.019094,-0.736227,-0.694246,-0.419521
YOL017W,-0.139793,-0.69612,1.944659,0.485913,-0.456708,-0.172875,-0.781973,-1.269189,-0.964305,0.872141,1.798021,1.146621,0.721105,-0.107202,-0.654399,-1.269189,-0.456708
YBR071W,-0.366981,0.876378,1.586083,-0.295613,-0.083714,-0.468444,-1.058369,-1.894722,-0.902885,1.687278,1.589919,0.753587,-0.150978,-0.22049,-0.600868,-0.589812,0.139632
YLL022C,-0.625525,-0.452992,2.176068,1.533084,0.490552,-0.945541,-0.634437,-0.706745,-1.340957,0.785575,1.052541,0.692491,0.330558,0.079027,-0.46137,-0.935588,-1.036741
YLR236C,0.250773,0.024604,2.044933,1.464621,-0.035514,-0.659835,-0.95597,-1.401556,-1.143639,1.174348,0.945412,0.381795,0.381795,-0.326959,-0.097226,-0.69993,-1.347651
YCL022C,-0.103236,-0.460908,1.355577,0.497685,-0.377144,-0.519327,-0.549372,-1.129333,-0.67561,1.443709,1.689276,1.426471,0.528614,-0.323678,-0.643088,-1.835957,-0.323678
YCL024W,-0.509409,0.328631,1.68744,0.441474,-0.509409,-0.368867,-0.509409,-0.870835,-0.661455,0.484772,1.74267,1.448462,1.144426,-1.106778,-0.622271,-1.377028,-0.742411
YLR121C,0.105099,0.328811,1.87954,1.146312,0.231156,0.38695,0.088839,-1.028785,-2.010502,-0.08015,1.36883,0.974117,-0.565265,-0.339354,-0.329574,-0.963955,-1.192066
YHR154W,-1.133975,-0.145732,1.949715,0.7415,-0.085055,0.154641,-0.629331,-1.515098,-0.833767,-0.115176,1.253303,1.482373,0.877152,0.271084,-0.145732,-1.15898,-0.966922
YHR110W,0.280713,-0.094711,1.139692,1.181521,-0.766719,-0.374656,-1.401579,-2.218148,-0.552658,0.741441,1.511616,1.271878,0.126164,0.26025,0.118887,-0.601857,-0.621833
YDL010W,-0.346616,-1.457879,1.771243,1.208337,0.561547,-0.687964,-0.866371,-1.065936,-0.630871,0.737396,1.143742,1.29228,0.826312,-0.210899,-0.606752,-1.028622,-0.638949
YPR174C,0.228388,0.909784,2.506666,0.997145,-1.309401,-0.653946,-1.223538,-0.589047,-0.812885,-0.525923,0.898634,1.007834,0.359244,-0.632106,-0.653946,-0.179708,-0.327197
YJL181W,-1.404634,0.178849,1.635639,0.50072,-0.25684,-0.073519,-1.046931,-1.25948,-0.920391,0.722513,2.083542,1.043065,0.001191,0.50072,-0.297903,-1.010134,-0.396407
YLR183C,-1.560329,-0.235234,1.692618,1.243809,0.373139,-0.195585,-0.48104,-1.478914,-1.194137,0.21987,1.448749,1.019459,0.731708,0.276577,-0.335282,-0.733265,-0.792143
YOL007C,-0.574581,0.846795,1.79114,1.454704,0.3707,-0.125534,-0.666715,-1.313046,-1.429894,-0.067325,1.064756,1.00558,0.552695,-0.03205,-0.798836,-0.975336,-1.103052
YIL026C,-0.137546,0.372054,1.974461,0.943126,0.48013,0.506277,-0.674435,-1.339917,-1.308059,0.205913,1.005087,0.948368,0.473542,0.081787,-0.920444,-1.596267,-1.014079
YKL108W,0.215516,1.051692,2.253994,1.168224,-0.748767,-0.061303,-0.561721,-1.00513,-0.240898,-1.253826,0.226558,1.149348,0.718712,0.052551,-1.07591,-1.100191,-0.788847
YLR326W,0.462217,-0.44714,1.310219,1.248816,0.848,0.51796,-0.403987,-2.598516,-0.706996,-0.361957,0.944817,0.776678,0.317495,0.358238,-0.896571,-0.29085,-1.078422
YLR381W,-0.187003,0.264829,1.999086,0.944364,0.264829,0.652804,0.243929,-1.18194,-1.36413,-0.698235,1.379887,0.911611,0.346918,-1.559245,-0.498665,-0.668837,-0.850202
YNL273W,-0.935689,0.415773,1.948448,0.387644,-0.367716,-0.434727,-0.835901,-1.149655,-0.251898,1.221128,1.34148,1.473237,0.39705,-0.367716,-1.149655,-0.633788,-1.058016
YJL018W,-0.032865,-0.722583,2.189617,1.041038,0.19982,-0.102571,-0.515645,-1.896909,-0.638192,-0.283762,0.966202,0.889538,1.016285,0.2946,-1.332944,-0.555981,-0.515645
YBR089W,-0.94616,0.014628,1.573939,1.008822,0.271011,-0.603712,-0.829395,-1.170518,-1.248936,1.003682,1.356212,1.302371,0.713749,-0.123754,-0.247712,-1.406991,-0.667235
YLR349W,-2.316301,-1.454409,0.189857,0.533283,-0.049733,-0.551223,-0.328609,0.25478,0.447857,0.900367,2.190281,0.92024,0.4909,0.063051,-0.010332,-0.647317,-0.632692
YCL061C,-0.717824,-1.040119,1.174352,1.057978,0.410054,-0.403028,-0.469289,-0.503163,-0.307173,0.013029,1.533089,1.614507,1.158091,-0.503163,-1.083835,-1.806602,-0.126903
YDR309C,-1.597835,1.56747,0.07775,-0.577529,-0.791273,-0.288264,-0.986538,-1.183992,-0.567008,0.842892,2.113847,1.20952,-0.199952,0.683519,-0.274138,-0.114444,0.085975
YKR013W,-0.16246,0.274509,1.895944,1.665208,0.256678,-0.111286,-0.962325,-1.011862,-1.962383,0.044455,1.072958,0.566198,0.1173,0.442195,-0.170105,-0.858151,-1.096873
YDL018C,-0.382038,0.669118,1.94512,1.178338,-0.92597,-0.526275,-1.180076,-1.727614,-1.049255,0.640438,1.121386,0.868547,0.720746,0.057887,-0.37431,-0.509767,-0.526275
YKR083C,-2.212828,-0.209815,0.893387,0.49585,0.250962,-0.957404,-1.452952,-0.220544,-0.727246,1.878605,1.016574,1.306963,-0.104438,-0.177876,-0.032487,0.107166,0.146081
YDR383C,0.648451,-0.712194,0.812922,0.812922,-0.624117,-0.321908,-2.289862,-0.993423,-0.455456,0.494131,1.180133,1.362721,0.494131,0.648451,-0.194174,-1.492323,0.629596
YDR013W,-0.785626,-0.459326,2.413775,1.722777,-0.651643,0.117623,-0.608013,-0.586419,0.009212,0.678027,0.827819,0.391966,0.240184,-0.564936,-0.586419,-1.741091,-0.417908
